NRO,UMP,SUBMUESTRA,AMBITO,MACROREGION,DOMINIOGEO,SEXO,EDAD,GEDAD,NSE1,NSEGRUP,NIVEDU,PESO,P81,P82A,P82B,P82C,P82D,P82E,P82F,P83,P84,P85A,P85B,P85C,P85D,P85E,P85F,P85G,P85H,P85I,P85J,P85K,P85L,P86A,P86B,P86C,P86D,P86E,P86F,P86G,P87
455,91,2,2,2,2,1,32,2,2,1,10,1.50460289871273,3,1,1,2,2,2,4,3,4,1,2,2,1,1,2,2,2,3,2,2,1,3,3,4,4,4,4,4,8
456,92,2,2,2,2,1,61,3,3,2,6,1.50460289871273,1,2,1,1,7,8,4,2,6,2,2,2,1,2,3,3,2,8,8,3,3,1,1,4,2,2,1,4,8
457,92,2,2,2,2,2,23,1,2,1,9,1.50460289871273,6,2,3,2,4,2,3,2,6,2,1,2,2,1,3,2,4,3,2,4,3,3,2,4,2,2,1,2,2
458,92,2,2,2,2,1,33,2,2,1,6,1.50460289871273,5,1,1,2,1,4,3,2,6,2,1,3,3,4,2,2,4,3,2,4,3,2,2,2,3,2,1,3,2
459,92,2,2,2,2,1,27,1,3,2,9,1.50460289871273,1,2,2,2,7,4,4,3,6,1,3,4,1,1,1,8,2,3,2,2,1,2,2,4,2,1,1,2,3
460,92,2,2,2,2,2,32,2,3,2,7,1.50460289871273,6,1,1,3,2,4,2,1,6,3,2,4,2,3,4,2,3,4,2,4,3,3,3,3,4,2,1,3,2
461,93,2,2,2,2,1,51,3,2,1,10,1.50460289871273,2,1,1,3,3,4,4,4,5,1,1,2,1,1,2,8,3,3,2,1,1,4,4,3,4,4,4,4,4
462,93,2,2,2,2,2,33,2,2,1,10,1.50460289871273,3,1,1,2,3,2,4,3,5,1,4,3,1,1,1,2,2,3,3,1,1,4,4,4,3,4,4,4,4
463,93,2,2,2,2,1,28,1,3,2,8,1.50460289871273,2,1,1,2,3,2,4,2,6,3,2,2,2,2,2,3,2,3,2,2,1,4,4,4,3,4,4,4,4
464,93,2,2,2,2,2,28,1,2,1,9,1.50460289871273,1,1,1,2,2,2,4,8,4,1,3,3,1,1,2,2,3,3,1,1,1,3,3,4,4,4,4,4,4
465,93,2,2,2,2,2,62,3,3,2,6,1.50460289871273,2,1,1,2,2,3,4,3,3,1,3,3,1,1,1,1,4,3,2,1,1,3,3,4,4,4,4,4,3
466,94,2,2,2,2,2,46,3,4,3,4,1.50460289871273,1,1,2,1,4,7,4,2,3,2,2,3,1,1,2,2,2,8,1,2,2,4,4,4,4,4,4,4,3
467,94,2,2,2,2,2,42,2,4,3,6,1.50460289871273,5,1,1,1,2,4,4,3,4,1,2,3,1,1,1,2,2,2,2,1,1,3,3,2,3,4,3,3,4
468,94,2,2,2,2,1,25,1,3,2,8,1.50460289871273,3,1,1,2,3,2,4,3,5,1,3,2,1,1,3,3,3,3,2,1,2,4,4,3,4,4,4,4,4
469,94,2,2,2,2,2,24,1,3,2,6,1.50460289871273,3,1,1,2,3,3,4,3,5,2,2,3,1,1,2,2,2,3,2,1,1,3,3,4,4,4,4,4,4
470,94,2,2,2,2,1,30,2,3,2,10,1.50460289871273,3,1,1,2,3,3,4,8,4,1,1,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4
471,95,2,2,2,2,2,27,1,4,3,8,1.50460289871273,8,2,2,4,7,7,4,2,5,2,3,3,1,2,2,2,2,8,8,2,2,3,3,4,8,4,4,3,3
472,95,2,2,2,2,1,51,3,3,2,6,1.50460289871273,6,1,4,2,4,4,4,2,4,1,8,2,1,1,2,2,1,2,8,1,2,4,4,4,4,4,4,4,4
473,95,2,2,2,2,2,59,3,4,3,6,1.50460289871273,2,2,2,3,4,7,4,2,6,2,3,3,1,2,2,2,1,8,8,2,2,3,3,8,8,3,8,8,4
474,95,2,2,2,2,1,18,1,4,3,6,1.50460289871273,1,2,2,2,7,3,3,2,5,1,2,3,1,1,2,2,3,8,2,2,3,4,4,4,4,4,4,2,4
475,95,2,2,2,2,2,65,3,5,3,3,1.50460289871273,8,3,4,4,7,7,4,8,8,8,2,8,2,2,8,8,2,8,8,2,2,4,4,4,4,4,4,4,3
476,96,2,2,2,2,1,54,3,4,3,3,1.50460289871273,8,2,2,4,4,4,4,2,5,2,3,2,2,3,3,3,1,3,3,2,2,2,2,4,3,3,2,4,3
477,96,2,2,2,2,1,43,2,4,3,5,1.50460289871273,4,2,2,4,4,4,4,2,6,2,2,3,1,2,2,2,3,2,2,1,1,2,2,3,4,4,2,2,2
478,96,2,2,2,2,2,26,1,4,3,5,1.50460289871273,6,2,2,3,7,4,4,2,5,1,1,2,1,1,2,2,3,3,4,2,2,2,2,3,2,3,2,2,4
479,96,2,2,2,2,2,63,3,5,3,3,1.50460289871273,8,3,4,4,4,4,4,2,5,8,2,8,2,2,3,3,2,8,8,2,2,8,8,8,8,4,3,8,3
480,96,2,2,2,2,2,78,3,5,3,2,1.50460289871273,8,2,3,3,4,4,4,8,5,1,1,2,2,2,3,2,3,2,3,2,2,2,3,4,4,4,2,2,4
481,97,2,2,2,2,1,41,2,2,1,6,1.50460289871273,3,2,2,4,4,4,4,2,2,3,2,2,2,2,3,3,2,2,3,3,3,2,2,4,4,4,4,4,3
482,97,2,2,2,2,2,21,1,4,3,8,1.50460289871273,8,2,2,4,7,7,4,2,4,3,2,2,2,2,2,4,2,2,3,2,2,2,2,4,4,4,3,2,2
483,97,2,2,2,2,2,55,3,3,2,5,1.50460289871273,1,2,4,4,7,7,3,2,5,3,2,2,3,3,3,4,2,2,4,4,3,2,2,2,3,4,2,2,2
484,97,2,2,2,2,2,57,3,5,3,3,1.50460289871273,8,2,4,4,4,4,4,8,4,3,2,2,2,2,2,3,3,2,3,2,2,3,4,4,4,4,3,4,4
485,97,2,2,2,2,1,19,1,4,3,5,1.50460289871273,1,3,2,4,7,7,4,3,3,2,3,3,2,2,2,8,2,2,8,2,2,2,2,4,4,3,3,3,3
486,98,2,2,2,2,1,59,3,4,3,5,1.50460289871273,1,2,2,4,7,7,4,2,5,2,3,3,1,3,2,2,1,2,3,2,3,2,2,4,4,4,2,8,4
487,98,2,2,2,2,2,36,2,4,3,6,1.50460289871273,8,2,2,8,7,7,4,2,5,2,2,2,2,2,2,2,3,8,3,2,2,2,2,2,4,4,1,8,4
488,98,2,2,2,2,2,50,3,4,3,4,1.50460289871273,2,2,2,3,7,7,4,2,5,2,3,2,2,2,2,3,2,2,3,2,3,2,2,4,2,4,4,8,3
489,98,2,2,2,2,1,42,2,4,3,6,1.50460289871273,2,2,2,2,3,7,3,2,5,2,3,2,2,2,2,3,3,3,3,2,3,2,3,2,3,4,4,4,3
490,98,2,2,2,2,1,23,1,3,2,10,1.50460289871273,2,1,2,2,7,2,3,2,6,1,2,2,1,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3
491,99,2,2,2,2,2,39,2,3,2,6,1.50460289871273,6,3,2,4,2,3,3,2,5,2,1,2,3,2,3,1,3,2,4,3,3,1,2,4,4,2,3,8,3
492,99,2,2,2,2,2,20,1,4,3,6,1.50460289871273,5,2,1,4,3,2,3,3,3,2,1,3,2,1,3,2,3,2,4,3,2,3,2,4,3,2,3,4,4
493,99,2,2,2,2,1,49,3,4,3,5,1.50460289871273,5,2,1,3,3,2,3,3,5,2,1,3,2,1,3,2,4,3,3,2,3,1,3,2,3,2,1,3,4
494,99,2,2,2,2,1,25,1,3,2,6,1.50460289871273,3,2,1,3,2,3,3,2,3,3,1,3,1,3,2,4,3,3,2,4,4,2,2,2,2,2,2,2,2
495,99,2,2,2,2,1,55,3,3,2,6,1.50460289871273,5,1,1,1,1,2,1,1,6,2,3,3,3,2,4,4,4,3,2,4,3,3,2,4,3,4,2,3,3
496,100,2,2,2,2,2,36,2,2,1,7,1.50460289871273,1,2,1,3,8,2,4,2,6,2,2,2,1,2,8,8,2,2,1,2,3,2,3,2,4,2,1,1,4
497,100,2,2,2,2,2,60,3,4,3,5,1.50460289871273,2,2,1,3,4,7,4,1,5,2,3,2,1,1,3,2,2,2,4,2,2,3,4,4,9,3,2,8,3
498,100,2,2,2,2,1,31,2,3,2,6,1.50460289871273,2,1,1,2,2,2,4,2,6,2,2,2,2,2,3,8,2,2,3,3,4,3,4,4,2,2,3,4,3
499,100,2,2,2,2,2,20,1,3,2,6,1.50460289871273,1,2,2,2,7,8,2,2,5,2,2,2,2,2,3,2,2,2,8,3,1,2,2,4,4,1,1,1,3
500,100,2,2,2,2,1,70,3,4,3,5,1.50460289871273,2,2,2,2,7,7,4,2,6,1,2,2,1,2,4,9,3,2,4,2,4,2,1,2,9,2,2,4,4
501,101,2,2,2,2,2,18,1,4,3,6,1.50460289871273,2,2,2,1,2,9,2,2,5,2,1,2,1,1,3,2,3,2,3,1,2,1,1,1,3,2,2,2,2
502,101,2,2,2,2,1,30,2,5,3,4,1.50460289871273,3,1,1,2,2,9,2,2,3,3,1,2,2,2,3,4,2,3,2,2,2,2,1,2,1,2,1,2,3
503,101,2,2,2,2,2,38,2,4,3,6,1.50460289871273,3,1,2,2,1,3,4,2,4,2,3,3,1,1,2,3,2,2,3,1,1,1,1,2,9,1,2,2,2
504,101,2,2,2,2,2,42,2,5,3,3,1.50460289871273,3,1,2,1,2,9,4,2,3,3,2,2,2,2,3,3,3,2,3,2,1,1,1,2,9,3,2,2,3
505,101,2,2,2,2,1,47,3,4,3,6,1.50460289871273,3,2,2,2,3,3,3,2,5,3,2,2,2,2,3,3,3,1,3,1,1,1,2,1,1,2,1,1,2
506,102,2,2,2,2,1,50,3,3,2,6,1.50460289871273,3,2,2,3,3,3,3,2,3,3,2,2,3,1,3,3,2,2,4,2,2,1,1,3,3,3,2,2,3
507,102,2,2,2,2,1,22,1,3,2,6,1.50460289871273,2,2,2,3,9,4,4,2,4,2,2,2,2,2,4,4,1,2,3,3,1,2,2,9,3,4,2,2,3
508,102,2,2,2,2,2,30,2,3,2,8,1.50460289871273,3,2,2,3,4,3,4,2,4,3,2,2,1,1,3,3,3,2,4,2,2,1,2,3,9,4,2,2,2
509,102,2,2,2,2,2,18,1,2,1,9,1.50460289871273,2,2,1,2,9,3,4,2,3,3,2,2,2,1,3,3,2,2,4,2,2,1,1,3,9,4,2,2,3
510,102,2,2,2,2,2,48,3,3,2,6,1.50460289871273,2,2,2,3,9,4,4,2,4,3,2,2,1,1,3,4,4,2,4,2,2,1,1,9,4,4,1,1,3
511,103,2,2,2,2,1,45,3,3,2,8,1.50460289871273,3,1,2,2,2,2,2,2,3,3,2,2,2,2,4,4,3,2,4,3,3,1,1,1,1,3,2,2,3
512,103,2,2,2,2,1,59,3,3,2,8,1.50460289871273,2,2,1,2,9,9,2,2,4,3,2,2,2,2,2,3,2,2,3,1,2,1,1,2,4,3,2,2,2
513,103,2,2,2,2,2,30,2,3,2,8,1.50460289871273,3,1,2,2,2,3,4,2,2,3,2,1,2,2,4,4,3,2,4,4,4,2,2,1,2,2,4,2,2
514,103,2,2,2,2,1,19,1,4,3,6,1.50460289871273,3,1,2,2,9,2,2,2,4,2,1,2,1,1,3,2,3,2,3,3,1,2,2,1,2,2,2,2,3
515,103,2,2,2,2,2,52,3,5,3,4,1.50460289871273,3,1,2,2,1,2,2,2,3,3,2,2,2,2,4,3,2,1,3,2,2,2,1,2,9,3,2,2,3
516,104,2,2,2,2,2,25,1,3,2,10,1.50460289871273,2,2,2,3,3,2,3,2,2,4,2,2,3,3,4,4,2,2,4,2,3,2,2,2,4,3,2,2,2
517,104,2,2,2,2,1,31,2,2,1,8,1.50460289871273,3,2,2,1,3,3,4,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,4,2,2,2
518,104,2,2,2,2,2,33,2,3,2,8,1.50460289871273,3,1,1,2,2,2,4,2,3,3,2,2,2,2,4,4,4,2,4,2,2,1,1,2,9,3,2,2,2
519,104,2,2,2,2,1,22,1,2,1,9,1.50460289871273,3,1,2,2,9,2,4,2,3,3,2,2,2,2,4,4,3,2,3,2,2,2,1,2,9,4,2,2,2
520,104,2,2,2,2,2,61,3,4,3,3,1.50460289871273,3,2,2,3,9,3,4,2,3,3,2,2,1,1,2,3,3,2,3,2,4,2,2,9,4,4,2,2,3
521,105,2,2,2,2,2,39,2,4,3,6,1.50460289871273,6,2,2,4,4,4,4,1,4,3,1,1,2,2,4,2,2,1,3,3,3,2,2,4,4,4,3,4,2
522,105,2,2,2,2,1,24,1,4,3,7,1.50460289871273,6,2,4,4,4,4,4,1,3,3,1,1,2,2,3,2,2,2,2,2,2,2,4,4,4,4,4,3,2
523,105,2,2,2,2,2,28,1,2,1,6,1.50460289871273,6,1,1,4,4,4,4,2,3,3,2,2,2,2,3,3,2,2,3,3,3,2,2,4,4,4,4,2,3
524,105,2,2,2,2,1,47,3,3,2,8,1.50460289871273,4,1,1,4,8,8,4,1,8,3,2,2,2,1,4,8,3,8,3,3,4,2,2,2,4,4,4,2,3
525,105,2,2,2,2,2,36,2,4,3,6,1.50460289871273,6,1,1,4,3,2,4,1,3,3,1,1,2,2,3,2,3,2,3,3,3,3,2,4,4,4,4,2,2
526,106,2,2,2,2,1,40,2,2,1,10,1.50460289871273,8,1,1,2,3,3,4,3,5,1,2,1,1,1,2,2,2,3,1,1,1,2,2,4,4,2,4,4,4
527,106,2,2,2,2,1,26,1,3,2,8,1.50460289871273,3,2,2,3,3,2,4,2,5,2,2,3,1,1,2,1,2,2,2,1,1,4,4,4,4,4,4,4,4
528,106,2,2,2,2,2,47,3,3,2,6,1.50460289871273,8,1,1,2,3,7,4,4,6,1,3,3,1,1,1,2,2,2,2,1,1,3,3,4,4,4,4,4,4
529,106,2,2,2,2,2,22,1,2,1,8,1.50460289871273,3,2,2,2,3,3,4,3,5,1,2,3,1,1,1,1,2,3,2,1,1,4,3,4,4,4,4,4,4
530,106,2,2,2,2,1,65,3,3,2,6,1.50460289871273,3,1,1,2,3,4,4,2,4,2,2,2,1,1,2,2,3,2,2,1,1,4,4,4,4,4,4,4,4
531,107,2,2,2,2,2,22,1,3,2,9,1.50460289871273,3,2,1,4,7,4,4,2,5,1,3,3,1,1,2,4,1,3,4,2,1,1,2,2,8,1,1,1,3
532,107,2,2,2,2,2,46,3,3,2,6,1.50460289871273,6,1,1,4,4,7,4,2,4,3,2,2,2,2,3,8,2,3,8,2,2,1,2,8,8,4,3,3,3
533,107,2,2,2,2,2,46,3,3,2,6,1.50460289871273,4,1,2,4,4,4,2,2,4,3,2,2,2,2,3,8,2,3,8,2,2,2,2,2,2,4,4,2,3
534,107,2,2,2,2,1,49,3,3,2,6,1.50460289871273,5,2,2,4,4,2,2,1,4,3,2,2,2,2,3,8,2,8,8,2,2,2,4,4,4,4,4,2,2
535,107,2,2,2,2,1,48,3,4,3,3,1.50460289871273,1,1,4,4,7,4,4,2,4,2,2,3,2,2,2,8,2,3,2,2,2,2,2,2,2,2,2,1,4
536,108,2,2,2,2,2,28,1,5,3,8,1.50460289871273,8,3,3,3,4,7,4,2,8,2,2,2,3,2,2,3,3,2,3,3,2,2,2,4,9,3,2,2,8
537,108,2,2,2,2,2,50,3,4,3,4,1.50460289871273,8,4,2,4,7,4,4,2,8,2,2,8,2,2,2,8,2,2,8,2,2,1,1,4,2,2,2,2,4
538,108,2,2,2,2,1,60,3,4,3,5,1.50460289871273,6,1,1,4,7,4,4,2,5,2,2,2,3,3,3,3,2,2,2,2,3,1,1,1,2,2,2,8,4
539,108,2,2,2,2,1,28,1,3,2,6,1.50460289871273,5,2,1,4,4,4,4,1,5,2,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,1,4
540,108,2,2,2,2,1,40,2,3,2,6,1.50460289871273,8,1,1,4,4,4,4,2,5,2,2,2,2,2,2,3,2,2,3,2,2,1,1,2,3,3,1,1,3
541,109,2,2,2,2,1,18,1,4,3,6,1.50460289871273,5,2,2,4,7,4,4,2,4,1,8,8,1,1,3,3,3,8,3,2,3,4,4,4,4,4,2,2,3
542,109,2,2,2,2,1,33,2,3,2,8,1.50460289871273,6,1,2,4,4,4,2,2,4,1,3,2,1,1,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3
543,109,2,2,2,2,2,63,3,4,3,8,1.50460289871273,8,1,4,4,7,7,4,2,3,1,3,2,1,1,2,8,3,8,3,3,3,4,4,4,4,4,4,4,3
544,109,2,2,2,2,2,50,3,4,3,3,1.50460289871273,8,1,3,4,4,7,4,2,5,1,2,2,1,1,3,8,2,2,3,3,3,4,4,4,4,4,4,4,3
545,109,2,2,2,2,1,62,3,4,3,5,1.50460289871273,5,1,2,4,4,4,4,2,5,1,2,2,1,1,2,3,2,3,3,3,3,4,2,4,4,4,2,4,2
546,110,2,2,2,2,2,45,3,3,2,6,1.50460289871273,6,1,2,4,7,4,4,2,3,2,3,3,2,2,2,8,3,8,8,2,2,1,1,1,2,2,1,1,2
547,110,2,2,2,2,1,44,2,3,2,6,1.50460289871273,4,1,2,2,7,4,4,1,5,3,1,1,3,2,2,2,2,2,2,2,3,1,1,3,1,1,1,1,4
548,110,2,2,2,2,2,72,3,3,2,3,1.50460289871273,8,1,2,2,7,4,4,2,4,8,2,2,2,2,2,8,2,3,8,2,3,2,2,2,2,2,2,2,4
549,110,2,2,2,2,1,25,1,3,2,6,1.50460289871273,5,1,2,4,7,4,4,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,1,4
550,110,2,2,2,2,2,21,1,3,2,7,1.50460289871273,1,1,2,2,4,7,4,2,6,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,8,2,1,1,2
551,111,2,2,2,2,1,56,3,3,2,5,1.50460289871273,8,2,1,2,4,4,4,2,4,2,3,2,2,2,2,2,2,3,3,2,3,2,2,2,3,3,1,1,3
552,111,2,2,2,2,1,67,3,2,1,8,1.50460289871273,1,2,1,2,7,4,4,3,5,2,3,3,2,2,4,2,2,3,2,2,2,2,2,2,4,4,2,2,4
553,111,2,2,2,2,2,50,3,4,3,4,1.50460289871273,8,1,2,2,7,4,4,2,3,1,2,2,1,1,2,3,2,2,3,2,3,1,1,4,4,4,2,2,8
554,111,2,2,2,2,2,19,1,3,2,6,1.50460289871273,1,1,1,4,7,7,2,2,5,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,9,3,2,2,4
555,111,2,2,2,2,1,27,1,3,2,6,1.50460289871273,2,1,1,2,4,4,2,2,3,2,3,3,2,2,2,2,2,3,2,2,3,2,1,4,2,2,1,1,4
556,112,2,2,2,2,1,31,2,3,2,6,1.50460289871273,2,2,2,2,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3
557,112,2,2,2,2,2,37,2,4,3,6,1.50460289871273,1,2,2,4,4,4,4,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3
558,112,2,2,2,2,1,73,3,4,3,3,1.50460289871273,1,4,4,4,7,7,4, ,8,2,8,8,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
559,112,2,2,2,2,1,24,1,3,2,6,1.50460289871273,8,1,1,2,4,4,3,2,5,2,2,8,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2,2,3
560,112,2,2,2,2,2,60,3,4,3,3,1.50460289871273,8,4,4,4,7,4,4, ,8,1,4,4,1,1,1,1,1,8,8,1,1,1,1,1,8,1,1,8,4
561,113,2,2,2,2,1,42,2,4,3,4,1.50460289871273,3,1,2,4,7,4,4,2,3,2,2,3,2,2,2,3,2,8,3,3,3,4,4,4,4,4,4,2,2
562,113,2,2,2,2,2,69,3,3,2,5,1.50460289871273,1,1,4,4,4,4,4,3,4,2,3,3,2,2,2,8,3,3,3,3,3,2,2,2,4,4,2,1,4
563,113,2,2,2,2,2,32,2,4,3,8,1.50460289871273,3,1,1,1,4,4,2,2,3,2,2,3,2,2,2,2,2,8,3,2,2,1,1,1,3,3,2,1,4
564,113,2,2,2,2,2,25,1,3,2,7,1.50460289871273,5,1,1,4,3,3,4,2,4,1,3,3,1,1,1,1,2,3,2,2,1,1,1,1,4,1,1,1,4
565,113,2,2,2,2,1,18,1,2,1,9,1.50460289871273,5,1,2,4,7,4,4,2,4,2,2,3,1,1,3,2,1,3,2,2,2,3,3,2,4,4,2,2,2
566,114,2,2,2,2,1,40,2,4,3,8,1.50460289871273,6,1,1,2,7,4,4,2,4,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3
567,114,2,2,2,2,1,45,3,4,3,5,1.50460289871273,5,1,4,4,7,4,4,2,4,3,2,3,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,1,4
568,114,2,2,2,2,2,25,1,4,3,6,1.50460289871273,5,1,4,4,7,4,4,8,8,2,3,3,2,2,8,8,2,8,8,8,8,2,2,8,8,8,2,1,3
569,114,2,2,2,2,2,54,3,4,3,8,1.50460289871273,6,1,4,4,7,4,4,3,5,2,3,3,2,2,2,8,2,3,8,2,2,1,1,8,2,2,2,1,4
570,114,2,2,2,2,2,36,2,4,3,4,1.50460289871273,3,1,2,4,4,7,4,2,5,2,3,3,2,2,2,2,2,8,8,2,2,1,1,2,8,1,2,1,3
571,115,2,2,2,2,2,33,2,3,2,6,1.50460289871273,8,1,1,1,4,1,2,2,5,2,3,3,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,4
572,115,2,2,2,2,1,40,2,2,1,7,1.50460289871273,8,1,1,2,4,4,4,2,4,2,3,3,2,2,2,2,2,8,2,2,2,2,2,8,4,2,2,2,4
573,115,2,2,2,2,1,80,3,4,3,4,1.50460289871273,2,1,4,4,7,7,4,2,3,2,3,3,2,2,2,8,2,3,3,2,2,4,4,4,4,4,4,4,4
574,115,2,2,2,2,1,26,1,3,2,9,1.50460289871273,8,1,1,3,7,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,2,4,4,4,4,4,4,1,3
575,115,2,2,2,2,2,19,1,4,3,6,1.50460289871273,5,1,2,3,7,7,4,2,5,2,3,3,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,1,4
576,116,2,2,2,2,2,34,2,5,3,5,1.50460289871273,5,2,2,2,2,2,4,2,6,3,2,2,2,2,2,3,2,8,8,3,3,2,2,4,4,4,2,4,3
577,116,2,2,2,2,1,25,1,3,2,6,1.50460289871273,1,2,2,2,4,2,3,2,5,3,2,2,3,2,3,3,2,3,3,2,3,2,2,2,4,2,2,2,3
578,116,2,2,2,2,2,24,1,3,2,7,1.50460289871273,1,2,2,2,4,4,4,2,4,8,2,2,2,2,3,8,3,8,8,2,3,2,2,4,4,2,2,2,3
579,116,2,2,2,2,2,47,3,3,2,6,1.50460289871273,2,2,2,2,2,7,4,2,5,3,2,2,1,1,3,8,2,2,3,2,2,2,2,3,2,2,2,2,3
580,116,2,2,2,2,1,54,3,4,3,5,1.50460289871273,4,2,2,4,4,2,4,4,5,2,3,3,1,1,3,8,2,8,3,3,2,2,2,4,2,2,2,8,4
581,117,2,2,2,2,1,52,3,3,2,7,1.50460289871273,5,1,2,3,7,4,4,4,5,2,8,2,2,2,3,2,3,8,8,2,2,4,4,4,4,4,4,4,3
582,117,2,2,2,2,2,54,3,3,2,8,1.50460289871273,5,4,4,3,7,4,4,2,3,1,3,3,2,2,3,3,3,8,3,3,3,4,4,4,4,4,2,2,3
583,117,2,2,2,2,1,27,1,4,3,5,1.50460289871273,5,1,2,4,7,7,2,2,5,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3
584,117,2,2,2,2,1,61,3,3,2,5,1.50460289871273,6,2,4,4,7,4,4,8,5,1,3,8,2,2,3,2,2,8,3,3,3,2,4,4,4,4,3,8,4
585,117,2,2,2,2,2,60,3,3,2,8,1.50460289871273,6,2,4,4,7,4,4,3,5,1,2,3,1,1,3,3,4,8,3,3,3,2,4,4,4,4,3,4,3
586,118,2,2,2,2,1,28,1,3,2,6,1.50460289871273,6,1,2,4,4,2,4,2,3,1,2,2,2,2,3,2,2,8,8,2,3,2,4,4,4,4,2,4,3
587,118,2,2,2,2,1,35,2,4,3,4,1.50460289871273,6,4,4,4,4,4,4, ,4,2,2,8,2,2,2,2,3,8,8,2,2,4,4,4,4,3,4,4,3
588,118,2,2,2,2,2,19,1,4,3,6,1.50460289871273,8,4,3,4,4,4,4,2,8,2,2,2,2,2,2,3,3,8,3,2,3,3,4,4,4,4,3,4,3
589,118,2,2,2,2,2,40,2,3,2,2,1.50460289871273,6,2,4,4,7,4,4,8,5,2,8,2,2,2,3,3,2,8,3,3,3,2,4,4,4,4,3,4,3
590,118,2,2,2,2,1,67,3,5,3,3,1.50460289871273,8,2,4,4,7,4,4,2,5,2,8,8,2,2,3,8,3,8,8,2,3,4,4,4,4,4,4,4,2
591,119,2,2,2,2,1,60,3,3,2,6,1.50460289871273,1,1,2,4,7,4,4,2,6,2,2,2,2,2,2,3,2,2,3,2,2,4,4,3,4,4,4,2,3
592,119,2,2,2,2,2,42,2,4,3,6,1.50460289871273,6,4,2,4,4,4,4,2,4,2,1,2,1,1,1,1,4,2,2,2,2,1,1,1,1,2,1,1,3
593,119,2,2,2,2,2,29,1,4,3,8,1.50460289871273,1,2,2,4,4,4,4,1,6,4,2,2,3,3,2,2,1,2,3,3,2,4,4,4,4,4,2,2,3
594,119,2,2,2,2,1,59,3,3,2,8,1.50460289871273,5,2,2,4,7,4,4,1,4,3,4,3,1,1,1,1,1,3,2,1,3,1,1,1,1,2,2,1,3
595,119,2,2,2,2,2,61,3,4,3,6,1.50460289871273,1,2,2,4,4,7,4,2,5,2,2,2,3,2,2,2,2,2,3,2,4,3,4,4,4,4,2,1,3
596,120,2,2,2,2,2,18,1,3,2,6,1.50460289871273,5,2,4,4,4,7,4,1,3,2,2,2,2,2,3,2,2,8,8,2,2,2,2,4,4,4,2,1,3
597,120,2,2,2,2,2,55,3,4,3,3,1.50460289871273,3,1,4,4,4,7,4,2,4,2,2,3,2,2,2,8,2,8,2,2,2,1,2,2,8,2,2,1,3
598,120,2,2,2,2,1,55,3,3,2,6,1.50460289871273,1,1,2,4,4,4,4,3,4,2,3,3,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,4
599,120,2,2,2,2,1,24,1,4,3,8,1.50460289871273,5,1,2,4,7,4,4,2,3,2,3,3,2,2,2,8,2,3,2,2,2,1,1,1,1,1,1,1,3
600,120,2,2,2,2,2,65,3,3,2,6,1.50460289871273,8,1,4,4,7,7,4,2,5,2,3,3,2,2,2,2,2,3,2,2,2,1,1,2,8,4,1,1,4
601,121,2,2,2,2,1,19,1,4,3,4,1.50460289871273,2,1,4,4,4,4,4,3,4,2,3,3,2,2,2,3,2,3,2,2,2,1,1,2,2,2,1,1,2
602,121,2,2,2,2,1,48,3,4,3,6,1.50460289871273,5,1,2,4,4,4,4,3,5,3,3,3,2,2,8,8,3,8,8,3,3,2,2,2,4,2,2,2,3
603,121,2,2,2,2,2,41,2,3,2,10,1.50460289871273,1,1,2,3,4,4,2,2,8,2,3,3,2,2,2,2,2,2,8,2,2,1,1,1,1,1,1,1,3
604,121,2,2,2,2,1,72,3,3,2,6,1.50460289871273,8,2,4,4,7,4,4,2,4,3,2,2,8,8,3,8,2,8,8,2,2,3,4,4,4,4,4,4,3
605,121,2,2,2,2,2,22,1,2,1,9,1.50460289871273,2,2,2,4,7,7,4,2,3,8,2,3,2,2,3,2,2,2,8,3,3,2,2,2,8,4,2,1,3
606,122,2,2,2,2,1,18,1,4,3,6,1.50460289871273,1,2,4,4,9,9,4,2,5,2,2,3,3,3,2,8,1,8,2,3,2,4,4,4,9,4,4,2,3
607,122,2,2,2,2,1,30,2,4,3,6,1.50460289871273,1,2,4,4,9,4,4,2,5,2,2,3,2,2,2,2,2,8,2,2,2,4,4,4,4,4,2,2,4
