NRO,UMP,SUBMUESTRA,AMBITO,MACROREGION,DOMINIOGEO,SEXO,EDAD,GEDAD,NSE1,NSEGRUP,NIVEDU,PESO,P81,P82A,P82B,P82C,P82D,P82E,P82F,P83,P84,P85A,P85B,P85C,P85D,P85E,P85F,P85G,P85H,P85I,P85J,P85K,P85L,P86A,P86B,P86C,P86D,P86E,P86F,P86G,P87
154,31,1,1,1,1,1,18,1,3,2,9,2.43048565596773,5,1,1,4,7,4,4,3,6,2,3,3,2,1,2,8,8,8,8,2,2,3,2,8,8,3,2,1,3
155,31,1,1,1,1,1,30,2,1,1,10,2.43048565596773,5,1,1,4,4,4,4,2,6,4,2,2,2,2,4,4,8,8,4,3,3,4,4,4,4,3,4,2,3
156,32,1,1,1,1,1,40,2,2,1,10,2.43048565596773,5,1,1,4,4,4,4,2,5,2,9,9,2,2,9,2,2,2,9,3,3,1,8,4,4,4,8,4,3
157,32,1,1,1,1,2,19,1,2,1,9,2.43048565596773,5,1,1,4,7,4,4,2,5,8,2,2,2,2,9,9,2,9,3,9,3,4,4,9,9,4,4,1,2
158,32,1,1,1,1,2,39,2,2,1,10,2.43048565596773,4,1,1,4,4,4,4,2,4,2,3,2,2,2,3,2,2,2,2,2,3,1,4,4,4,4,4,4,3
159,32,1,1,1,1,1,49,3,2,1,10,2.43048565596773,5,1,1,4,7,4,4,2,5,3,2,2,2,2,9,9,2,9,9,3,3,4,4,4,1,4,4,4,3
160,32,1,1,1,1,2,56,3,2,1,10,2.43048565596773,5,1,1,4,7,4,4,2,5,2,9,9,2,2,9,2,2,9,9,2,3,1,4,4,4,1,4,4,3
161,33,1,1,1,1,1,39,2,1,1,11,2.43048565596773,5,2,2,4,7,2,2,2,3,2,2,2,4,4,2,4,3,2,4,3,4,2,4,4,2,3,2,2,2
162,33,1,1,1,1,2,38,2,1,1,9,2.43048565596773,5,1,1,3,7,2,3,2,3,2,2,2,4,4,2,3,3,2,3,3,3,1,4,4,1,2,1,1,3
163,33,1,1,1,1,1,54,3,1,1,11,2.43048565596773,5,2,2,4,7,2,2,2,3,2,2,2,3,3,1,3,4,2,3,3,3,2,4,4,2,2,2,2,3
164,33,1,1,1,1,2,32,2,1,1,11,2.43048565596773,5,1,1,4,7,2,2,2,4,1,2,2,3,4,1,4,4,2,3,4,4,2,4,4,2,3,1,1,3
165,33,1,1,1,1,2,26,1,1,1,10,2.43048565596773,5,1,1,4,7,2,2,2,4,2,2,2,3,2,3,4,3,2,4,4,4,2,4,4,9,3,1,1,3
166,34,1,1,1,1,2,80,3,2,1,10,2.43048565596773,1,4,2,4,7,7,4,2,8,2,3,2,1,2,1,2,2,8,8,3,4,4,4,4,4,4,4,4,3
167,34,1,1,1,1,2,56,3,2,1,8,2.43048565596773,5,4,1,4,2,4,4,2,8,2,8,2,2,2,3,8,2,8,8,3,4,4,4,4,4,4,4,4,3
168,34,1,1,1,1,2,20,1,3,2,9,2.43048565596773,1,4,1,4,7,7,4,2,3,2,2,2,2,3,3,2,2,8,8,2,3,2,4,4,4,4,2,2,3
169,34,1,1,1,1,1,37,2,1,1,10,2.43048565596773,2,2,1,4,4,4,4,2,4,2,2,2,1,1,3,8,8,8,8,3,4,4,4,4,4,4,4,4,3
170,34,1,1,1,1,1,20,1,1,1,9,2.43048565596773,4,2,1,4,7,3,4,1,5,3,1,1,3,3,3,3,3,3,8,3,4,4,4,4,4,4,3,2,3
171,35,1,1,1,1,2,39,2,2,1,10,2.43048565596773,5,1,1,1,1,1,1,2,3,1,2,2,3,3,3,3,2,2,3,3,3,1,1,2,2,2,2,1,3
172,35,1,1,1,1,2,62,3,2,1,9,2.43048565596773,4,1,1,1,7,7,4,3,6,8,8,8,8,8,8,9,2,2,9,8,8,1,1,8,4,3,3,8,3
173,35,1,1,1,1,2,25,1,2,1,9,2.43048565596773,5,1,2,4,4,4,4,1,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,4,4,4,2,3,3
174,35,1,1,1,1,1,25,1,1,1,10,2.43048565596773,4,2,1,2,7,4,4,2,5,2,2,2,3,2,8,8,1,2,8,3,3,1,1,2,4,3,1,1,3
175,35,1,1,1,1,1,65,3,2,1,10,2.43048565596773,4,1,1,2,7,4,4,2,2,3,2,2,3,3,3,8,2,2,8,8,8,3,4,4,4,3,3,3,2
176,36,1,1,1,1,2,36,2,1,1,10,2.43048565596773,4,2,2,4,4,4,4,2,4,3,2,2,3,3,3,3,2,2,3,3,3,4,4,4,4,4,4,2,3
177,36,1,1,1,1,1,55,3,1,1,10,2.43048565596773,5,1,2,4,4,4,4,2,4,3,2,2,2,3,3,3,2,2,3,3,3,4,4,4,4,4,4,3,3
178,36,1,1,1,1,2,29,1,2,1,10,2.43048565596773,5,2,2,2,7,4,2,2,5,2,1,2,4,4,3,3,3,2,3,4,3,2,3,4,3,2,1,1,3
179,36,1,1,1,1,2,36,2,2,1,10,2.43048565596773,5,2,2,3,4,4,3,2,4,2,2,2,3,3,3,3,3,2,3,3,3,2,4,4,3,3,1,1,3
180,36,1,1,1,1,1,54,3,1,1,10,2.43048565596773,5,1,2,4,4,4,4,2,4,3,2,2,2,3,3,3,2,2,3,3,3,4,4,4,4,4,4,3,3
181,37,1,1,1,1,1,58,3,2,1,10,2.43048565596773,6,1,1,3,7,4,4,2,5,2,1,2,2,1,9,9,1,2,9,3,3,2,8,8,4,3,3,3,3
182,37,1,1,1,1,1,47,3,3,2,6,2.43048565596773,3,1,1,3,7,4,4,2,3,1,2,2,1,1,3,8,2,2,8,3,3,4,3,8,4,4,4,8,3
183,37,1,1,1,1,2,48,3,3,2,8,2.43048565596773,6,1,1,2,4,4,4,2,6,2,2,2,2,2,3,9,9,2,9,3,3,3,4,4,8,8,8,3,4
184,37,1,1,1,1,2,34,2,2,1,10,2.43048565596773,6,1,1,2,7,4,4,9,9,1,9,9,1,1,9,9,1,9,9,2,2,1,1,1,3,8,8,3,3
185,37,1,1,1,1,2,18,1,3,2,6,2.43048565596773,9,1,1,3,7,4,4,9,6,2,9,9,1,1,9,9,1,9,9,2,2,2,2,2,3,8,8,8,3
186,38,1,1,1,1,2,27,1,2,1,10,2.43048565596773,2,3,4,4,7,4,4,2,3,3,2,2,2,2,9,9,2,9,2,9,3,1,4,4,4,4,4,1,3
187,38,1,1,1,1,1,55,3,2,1,10,2.43048565596773,1,1,1,4,7,4,4,2,4,2,2,2,3,3,3,3,2,2,3,3,3,1,4,4,4,4,4,8,9
188,38,1,1,1,1,2,70,3,2,1,6,2.43048565596773,1,1,4,4,7,7,4,8,5,2,3,8,2,1,2,9,2,9,9,2,3,1,8,8,8,8,8,8,3
189,38,1,1,1,1,1,18,1,2,1,6,2.43048565596773,5,1,1,4,7,7,4,2,5,3,2,2,2,2,3,2,2,2,9,2,3,1,1,8,8,1,1,1,3
190,38,1,1,1,1,2,37,2,2,1,10,2.43048565596773,5,1,1,4,4,7,4,2,4,2,3,2,2,2,2,2,2,8,2,2,3,1,1,8,9,1,1,1,4
191,39,1,1,1,1,2,27,1,3,2,6,2.43048565596773,8,1,2,4,7,4,4,2,3,3,2,2,2,1,3,3,1,2,4,3,3,2,2,4,4,4,4,2,3
192,39,1,1,1,1,1,23,1,3,2,9,2.43048565596773,5,1,4,4,7,4,4,2,3,3,3,2,2,3,3,2,2,2,4,4,4,2,4,4,4,4,4,4,3
193,39,1,1,1,1,2,57,3,4,3,5,2.43048565596773,8,1,1,1,7,4,2,1,3,3,1,1,3,2,3,4,1,2,4,4,3,4,4,4,4,4,4,4,3
194,39,1,1,1,1,1,42,2,5,3,5,2.43048565596773,8,2,2,4,4,7,4,2,4,4,2,2,4,3,4,4,1,2,4,4,4,2,2,4,4,4,4,4,3
195,39,1,1,1,1,2,60,3,3,2,6,2.43048565596773,8,1,1,3,3,4,4,2,4,4,1,2,3,3,3,4,3,4,3,3,4,3,2,4,4,4,4,4,4
196,40,1,1,1,1,1,30,2,2,1,9,2.43048565596773,5,1,1,2,2,2,4,3,6,1,4,4,2,2,2,2,2,1,1,1,3,4,4,4,4,4,4,4,4
197,40,1,1,1,1,2,35,2,3,2,6,2.43048565596773,2,1,1,1,1,7,4,2,4,3,2,2,3,2,2,3,2,2,8,2,2,2,4,4,9,4,2,4,1
198,40,1,1,1,1,2,50,3,2,1,10,2.43048565596773,8,1,1,2,7,2,2,2,1,3,2,2,3,3,3,8,2,2,8,3,3,2,2,4,4,4,2,2,1
199,40,1,1,1,1,1,44,2,2,1,8,2.43048565596773,3,1,1,1,2,4,4,2,4,2,1,2,2,2,2,2,3,2,3,3,2,4,4,2,4,4,4,4,3
200,40,1,1,1,1,2,21,1,4,3,6,2.43048565596773,1,1,1,2,1,4,2,2,3,3,2,2,2,2,3,3,2,2,3,2,2,4,3,4,9,4,4,2,3
201,41,1,1,1,1,2,22,1,3,2,8,2.43048565596773,8,2,2,4,7,4,4,2,5,3,3,2,2,1,3,8,2,2,8,2,4,4,2,2,2,2,4,1,3
202,41,1,1,1,1,1,50,3,4,3,6,2.43048565596773,6,2,1,4,2,4,4,2,5,1,3,2,1,1,2,8,8,2,8,2,4,1,2,1,2,2,1,2,4
203,41,1,1,1,1,2,40,2,4,3,8,2.43048565596773,8,1,1,4,4,4,4,2,5,3,2,2,2,2,4,4,2,2,4,2,4,2,1,2,2,2,2,2,3
204,41,1,1,1,1,2,34,2,3,2,8,2.43048565596773,8,2,1,4,4,4,4,3,8,2,3,4,1,1,1,1,4,3,8,3,4,2,2,1,1,2,2,2,3
205,41,1,1,1,1,1,38,2,3,2,6,2.43048565596773,6,2,1,2,4,4,4,2,6,2,8,8,2,1,8,8,2,2,3,2,4,2,1,3,4,4,2,2,4
206,42,1,1,1,1,2,42,2,4,3,6,2.43048565596773,1,1,2,4,4,4,4,8,4,1,2,2,1,2,2,2,1,3,2,2,2,2,2,4,4,4,4,3,2
207,42,1,1,1,1,2,20,1,3,2,8,2.43048565596773,8,1,1,4,7,3,4,2,3,2,3,3,1,1,2,2,1,8,3,2,2,3,2,4,4,4,4,2,3
208,42,1,1,1,1,1,34,2,3,2,8,2.43048565596773,1,1,1,4,3,2,2,2,4,3,2,2,2,1,3,8,1,2,4,2,3,4,4,4,3,4,4,2,3
209,42,1,1,1,1,1,21,1,3,2,6,2.43048565596773,8,2,2,4,7,4,4,2,5,3,2,2,1,1,3,8,3,2,3,3,3,4,4,4,4,4,4,2,2
210,42,1,1,1,1,1,75,3,5,3,4,2.43048565596773,8,4,4,4,7,7,4, ,4,3,2,2,2,2,3,3,1,3,3,4,3,4,4,4,4,4,4,4,3
211,43,1,1,1,1,1,49,3,3,2,10,2.43048565596773,6,1,2,4,4,2,4,2,3,2,8,3,3,3,3,4,2,1,4,3,3,2,3,3,2,3,2,1,2
212,43,1,1,1,1,2,34,2,3,2,10,2.43048565596773,3,1,2,3,4,4,4,8,5,2,8,8,1,1,8,8,2,2,8,3,3,1,2,8,2,4,3,2,1
213,43,1,1,1,1,2,23,1,4,3,8,2.43048565596773,5,1,1,4,7,4,4,8,6,2,3,8,1,1,8,2,8,2,2,1,1,1,2,8,2,4,3,2,3
214,43,1,1,1,1,1,55,3,3,2,10,2.43048565596773,5,3,2,4,7,7,4,2,3,1,2,3,1,1,3,4,3,2,3,2,3,4,4,8,4,4,3,3,3
215,43,1,1,1,1,2,42,2,4,3,6,2.43048565596773,2,1,1,4,4,2,3,2,5,2,2,3,1,1,4,3,2,2,2,3,3,2,1,2,8,4,4,4,4
216,44,1,1,1,1,2,50,3,4,3,5,2.43048565596773,3,2,2,3,7,2,2,2,3,2,2,3,2,2,3,8,2,2,3,3,2,1,2,2,2,2,2,1,2
217,44,1,1,1,1,2,30,2,4,3,4,2.43048565596773,8,2,3,4,4,7,4,2,8,2,2,2,2,2,2,8,8,8,8,3,8,2,2,2,4,3,2,2,2
218,44,1,1,1,1,2,22,1,2,1,6,2.43048565596773,1,2,2,2,7,4,4,2,3,3,2,2,4,3,4,4,2,2,4,4,4,1,1,2,4,1,1,1,9
219,44,1,1,1,1,1,34,2,3,2,6,2.43048565596773,5,1,1,2,3,1,2,2,5,1,2,2,1,1,2,1,1,2,3,2,2,1,1,2,2,1,2,2,4
220,44,1,1,1,1,1,39,2,4,3,8,2.43048565596773,5,1,1,1,7,2,4,2,4,3,2,2,3,3,8,8,2,2,8,3,3,1,2,4,4,4,1,4,9
221,45,1,1,1,1,1,22,1,3,2,6,2.43048565596773,1,2,2,2,7,3,2,1,5,3,1,1,3,2,3,8,1,2,3,3,3,3,4,4,4,4,4,4,2
222,45,1,1,1,1,1,50,3,3,2,10,2.43048565596773,4,2,2,2,7,4,4,2,3,3,2,2,1,1,2,3,2,2,3,2,3,2,2,4,4,4,4,2,2
223,45,1,1,1,1,2,46,3,3,2,6,2.43048565596773,1,1,1,2,3,1,2,2,4,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,3,2,3,3
224,45,1,1,1,1,2,45,3,2,1,11,2.43048565596773,3,1,2,2,7,4,2,2,3,2,2,2,2,2,3,3,2,2,3,3,3,3,4,4,4,3,3,3,2
225,45,1,1,1,1,1,49,3,3,2,7,2.43048565596773,4,2,2,3,9,2,3,2,3,2,2,3,2,2,2,8,2,2,3,2,2,2,1,2,2,2,2,2,3
226,46,1,1,1,1,1,53,3,3,2,6,2.43048565596773,5,1,4,3,7,4,4,2,6,3,2,2,3,3,3,4,3,2,3,3,3,2,2,2,2,4,1,8,3
227,46,1,1,1,1,2,21,1,3,2,9,2.43048565596773,5,2,2,3,2,2,4,2,6,3,2,2,3,3,3,3,3,2,3,3,3,2,3,2,9,4,4,3,3
228,46,1,1,1,1,1,50,3,2,1,10,2.43048565596773,4,1,4,1,7,7,4,8,6,3,2,2,3,3,3,3,2,3,3,3,3,1,1,2,8,4,2,3,3
229,46,1,1,1,1,2,49,3,3,2,6,2.43048565596773,1,1,4,3,3,4,4,2,5,2,3,2,3,3,3,3,8,2,3,3,3,2,2,2,2,2,2,8,3
230,46,1,1,1,1,2,40,2,3,2,6,2.43048565596773,5,1,2,2,2,7,2,2,6,3,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,3
231,47,1,1,1,1,2,44,2,4,3,6,2.43048565596773,8,2,2,4,4,4,4,8,4,2,2,2,2,2,2,2,2,2,8,2,3,2,2,4,4,3,1,1,2
232,47,1,1,1,1,1,40,2,4,3,6,2.43048565596773,8,1,1,4,4,4,4,2,3,2,2,2,2,1,2,2,2,2,3,3,2,2,4,4,4,4,2,2,3
233,47,1,1,1,1,2,28,1,3,2,6,2.43048565596773,8,1,2,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,3,2,1,1,1,4,4,1,1,2
234,47,1,1,1,1,2,67,3,4,3,5,2.43048565596773,8,1,2,4,4,4,4,3,5,2,2,2,2,2,2,2,2,2,8,2,2,1,2,2,2,2,1,8,4
235,47,1,1,1,1,1,70,3,4,3,3,2.43048565596773,4,1,1,4,4,2,4,3,5,1,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,8,4
236,48,1,1,1,1,2,63,3,3,2,6,2.43048565596773,4,1,4,3,3,4,4,2,6,3,2,2,3,2,3,3,2,3,3,3,3,2,2,2,2,4,2,8,3
237,48,1,1,1,1,1,23,1,3,2,6,2.43048565596773,8,1,1,3,7,3,4,2,6,3,2,2,2,2,3,3,3,3,3,3,3,2,2,3,2,4,2,2,3
238,48,1,1,1,1,2,24,1,2,1,10,2.43048565596773,5,1,2,2,7,4,4,2,6,3,2,2,3,3,3,3,2,2,3,3,3,2,1,4,4,2,4,2,3
239,48,1,1,1,1,2,59,3,3,2,8,2.43048565596773,5,1,2,3,7,7,4,8,6,3,2,2,2,2,2,8,2,2,3,3,3,2,3,3,9,3,2,9,3
240,48,1,1,1,1,1,66,3,2,1,10,2.43048565596773,5,1,2,2,7,4,2,2,6,3,2,2,3,3,3,3,8,2,3,3,3,4,4,4,4,4,3,4,2
241,49,1,1,1,1,2,44,2,4,3,6,2.43048565596773,4,1,1,4,4,7,4,2,5,3,3,2,2,2,3,8,2,2,8,3,3,4,4,4,9,4,4,4,3
242,49,1,1,1,1,1,23,1,3,2,6,2.43048565596773,9,1,1,1,7,7,4,2,5,2,2,2,2,1,3,8,2,2,8,3,3,1,1,1,9,2,2,2,9
243,49,1,1,1,1,2,27,1,4,3,6,2.43048565596773,9,2,2,2,4,7,4,3,6,1,2,3,1,1,2,8,1,3,8,2,2,2,2,2,9,9,4,9,9
244,49,1,1,1,1,1,38,2,3,2,6,2.43048565596773,6,1,1,1,4,4,4,2,5,2,2,2,2,2,3,8,1,2,8,3,3,2,2,8,4,4,4,9,3
245,49,1,1,1,1,1,64,3,3,2,6,2.43048565596773,8,1,1,1,7,4,4,9,9,2,9,9,2,2,9,9,1,2,9,9,9,2,2,9,3,9,9,9,3
246,50,1,1,1,1,1,36,2,2,1,10,2.43048565596773,5,1,2,2,2,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,4,3,8,4,3,4,3,3
247,50,1,1,1,1,1,46,3,2,1,10,2.43048565596773,6,1,4,2,2,4,3,3,5,2,3,3,2,3,2,2,2,3,2,2,3,4,2,3,2,3,2,3,3
248,50,1,1,1,1,2,45,3,3,2,6,2.43048565596773,5,2,2,4,4,7,4,1,3,3,2,3,3,3,3,8,3,2,3,3,3,3,4,3,2,3,3,3,3
249,50,1,1,1,1,2,31,2,2,1,8,2.43048565596773,6,1,1,1,7,4,4,1,3,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3,2,3,3,3,3
250,50,1,1,1,1,2,19,1,2,1,9,2.43048565596773,5,1,1,4,7,2,2,1,3,8,2,2,3,3,3,8,8,2,3,2,3,3,4,3,4,8,4,4,3
251,51,1,1,1,1,1,25,1,2,1,8,2.43048565596773,5,2,2,2,2,2,4,1,5,2,8,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,8,1,3
252,51,1,1,1,1,2,39,2,4,3,4,2.43048565596773,8,2,2,2,2,7,4,8,8,2,8,8,2,2,8,2,2,8,8,8,3,2,2,2,9,2,2,8,4
253,51,1,1,1,1,2,25,1,5,3,5,2.43048565596773,1,1,1,1,7,2,4,2,5,1,3,3,2,2,2,2,3,8,8,2,3,2,2,2,2,2,2,2,4
254,51,1,1,1,1,2,65,3,4,3,4,2.43048565596773,8,2,2,2,7,7,4,2,5,2,8,2,1,1,2,1,3,2,3,3,3,2,2,2,8,2,2,8,4
255,51,1,1,1,1,1,63,3,4,3,3,2.43048565596773,1,1,1,2,8,4,4,3,6,2,3,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3
256,52,1,1,1,1,2,50,3,5,3,5,2.43048565596773,2,2,2,2,7,2,4,2,4,8,8,2,2,1,8,1,3,8,8,3,3,2,2,2,2,2,2,2,4
257,52,1,1,1,1,2,18,1,4,3,7,2.43048565596773,2,2,1,2,7,4,4,2,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
258,52,1,1,1,1,1,45,3,3,2,8,2.43048565596773,3,2,2,2,7,4,4,9,5,2,3,9,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4
259,52,1,1,1,1,1,23,1,4,3,8,2.43048565596773,3,1,2,4,7,2,4,2,4,2,8,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4
260,52,1,1,1,1,2,60,3,5,3,3,2.43048565596773,8,2,2,2,4,7,4,2,4,3,8,2,3,2,3,8,2,8,8,3,3,2,2,2,2,2,2,2,4
261,53,1,1,1,1,2,48,3,3,2,6,2.43048565596773,8,1,1,4,4,4,4,2,5,2,2,2,2,1,2,2,2,2,3,3,2,1,2,4,2,2,2,1,2
262,53,1,1,1,1,1,20,1,4,3,6,2.43048565596773,6,1,1,4,7,2,4,2,5,1,2,2,1,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1
263,53,1,1,1,1,2,37,2,3,2,6,2.43048565596773,8,1,1,1,4,7,4,2,2,2,3,2,2,2,2,2,1,1,3,2,2,4,4,4,8,4,1,1,3
264,53,1,1,1,1,1,41,2,3,2,6,2.43048565596773,6,1,1,1,4,2,2,2,3,2,1,2,3,3,2,2,2,2,2,3,3,2,2,4,2,2,2,2,3
265,53,1,1,1,1,1,36,2,5,3,5,2.43048565596773,6,1,1,2,7,4,4,2,5,1,2,2,2,2,2,2,2,3,2,1,3,4,1,4,4,4,1,1,4
266,54,1,1,1,1,2,48,3,5,3,3,2.43048565596773,8,1,1,2,4,4,2,2,5,2,2,2,1,1,3,3,2,1,3,3,2,1,1,2,4,2,1,8,3
267,54,1,1,1,1,2,55,3,3,2,11,2.43048565596773,1,1,4,4,4,4,2,1,5,3,3,3,1,2,2,2,1,8,3,3,2,2,4,4,2,4,1,2,3
268,54,1,1,1,1,1,35,2,5,3,5,2.43048565596773,5,1,1,2,4,4,4,2,4,2,2,3,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,1,4
269,54,1,1,1,1,2,22,1,4,3,7,2.43048565596773,1,2,1,2,4,4,3,2,3,2,1,2,3,3,3,3,2,2,3,3,3,2,2,2,4,2,2,2,2
270,54,1,1,1,1,1,50,3,3,2,8,2.43048565596773,5,2,2,4,4,2,4,2,5,2,2,2,3,3,2,8,2,2,2,2,3,2,4,3,3,2,2,2,3
271,55,1,1,1,1,1,26,1,3,2,10,2.43048565596773,2,1,1,1,9,4,4,2,3,2,1,2,3,4,3,3,1,2,4,3,4,1,1,4,4,2,1,1,3
272,55,1,1,1,1,2,48,3,3,2,6,2.43048565596773,2,1,1,2,4,9,4,2,5,3,2,2,2,2,3,2,1,1,8,3,3,1,1,4,9,2,1,1,4
273,55,1,1,1,1,2,35,2,3,2,6,2.43048565596773,5,1,1,2,4,9,4,2,3,2,1,2,2,3,3,8,4,2,8,4,4,1,1,2,9,2,2,2,2
274,55,1,1,1,1,1,30,2,3,2,6,2.43048565596773,2,1,1,2,4,3,4,2,3,3,2,2,2,2,1,2,1,1,8,4,4,1,1,4,4,2,1,1,3
275,55,1,1,1,1,1,40,2,3,2,8,2.43048565596773,4,1,1,2,2,4,4,2,3,3,1,2,2,2,3,3,1,2,3,3,3,1,2,8,4,2,1,1,2
276,56,1,1,1,1,1,40,2,2,1,8,2.43048565596773,5,1,2,2,2,2,4,2,6,3,2,2,3,3,2,3,3,3,3,3,3,2,2,1,2,2,3,3,4
277,56,1,1,1,1,2,65,3,3,2,6,2.43048565596773,4,1,2,4,1,7,4,8,8,2,3,3,2,2,2,3,3,3,3,2,3,2,2,2,8,4,2,8,3
278,56,1,1,1,1,2,22,1,3,2,6,2.43048565596773,5,1,1,4,7,7,4,2,6,3,2,2,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,1
279,56,1,1,1,1,1,70,3,4,3,5,2.43048565596773,3,1,1,1,7,7,4,8,6,3,2,8,3,3,3,3,2,3,3,3,3,2,2,2,9,3,4,9,3
280,56,1,1,1,1,1,29,1,3,2,6,2.43048565596773,4,2,2,4,4,2,3,3,6,3,2,8,3,2,8,2,2,2,2,8,8,3,2,3,4,4,2,4,3
281,57,1,1,1,1,1,41,2,3,2,6,2.43048565596773,8,1,2,2,2,2,4,8,8,2,3,8,2,1,8,8,2,2,8,2,2,1,1,8,4,3,2,2,3
282,57,1,1,1,1,1,26,1,2,1,10,2.43048565596773,4,1,1,2,2,1,1,1,3,2,2,2,2,4,3,3,2,2,3,2,3,1,1,1,4,3,2,1,3
283,57,1,1,1,1,1,44,2,2,1,7,2.43048565596773,3,1,2,2,4,4,4,8,4,4,2,2,3,3,8,8,2,2,8,2,3,2,2,2,2,2,2,2,3
284,57,1,1,1,1,2,33,2,2,1,10,2.43048565596773,3,1,2,4,4,4,3,2,3,3,2,2,1,2,3,2,2,2,4,2,2,1,1,1,3,3,3,3,3
285,57,1,1,1,1,2,40,2,3,2,6,2.43048565596773,2,1,1,1,4,4,4,1,3,2,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,3,1,3
286,58,1,1,1,1,2,33,2,3,2,6,2.43048565596773,5,2,1,4,2,4,4,2,4,2,2,8,2,1,2,2,3,2,2,4,4,2,2,2,2,2,2,2,3
287,58,1,1,1,1,1,62,3,3,2,6,2.43048565596773,6,2,1,4,7,4,4,2,8,8,2,2,2,2,1,3,2,2,3,3,3,2,2,1,2,2,2,1,3
288,58,1,1,1,1,2,72,3,3,2,4,2.43048565596773,5,2,1,4,7,7,4,9,3,2,8,2,8,8,8,8,2,2,8,2,4,2,1,3,9,8,2,2,4
289,58,1,1,1,1,1,22,1,3,2,8,2.43048565596773,5,2,1,2,2,2,1,8,4,1,8,3,1,2,1,2,2,8,8,1,3,2,1,1,2,2,1,2,3
290,58,1,1,1,1,1,49,3,2,1,9,2.43048565596773,6,2,1,4,1,4,4,8,8,2,4,3,1,1,3,8,2,3,8,1,4,1,2,1,3,3,2,1,4
291,59,1,1,1,1,2,56,3,3,2,8,2.43048565596773,2,1,1,2,4,4,4,1,5,2,9,9,3,2,2,9,2,2,2,2,2,2,2,2,4,4,4,2,3
292,59,1,1,1,1,2,48,3,3,2,8,2.43048565596773,1,1,1,4,7,4,4,2,5,3,2,2,3,3,3,3,2,2,9,3,3,1,1,1,4,1,4,4,3
293,59,1,1,1,1,1,58,3,3,2,8,2.43048565596773,1,1,1,4,7,4,4,2,6,9,8,2,3,2,2,9,2,2,9,3,3,1,4,4,4,1,4,4,3
294,59,1,1,1,1,1,45,3,3,2,8,2.43048565596773,4,1,1,1,4,4,4,2,5,2,3,3,3,2,3,2,2,2,2,3,3,4,4,4,1,1,4,4,3
295,59,1,1,1,1,2,18,1,2,1,9,2.43048565596773,2,1,1,1,7,4,4,1,3,3,2,2,2,2,3,9,2,2,9,9,3,1,1,8,8,8,8,8,3
296,60,1,1,1,1,2,26,1,3,2,7,2.43048565596773,1,1,1,4,4,4,4,2,5,8,2,2,2,2,2,9,2,9,2,3,3,2,8,8,8,4,8,4,3
297,60,1,1,1,1,2,45,3,4,3,5,2.43048565596773,6,1,1,1,4,4,4,2,5,2,3,2,2,2,2,2,2,9,9,9,3,2,2,4,4,4,4,2,3
298,60,1,1,1,1,2,30,2,5,3,5,2.43048565596773,6,1,1,1,2,4,4,2,3,2,2,2,2,2,2,2,2,2,9,2,3,1,4,4,4,4,4,4,3
299,60,1,1,1,1,1,53,3,4,3,6,2.43048565596773,5,1,1,4,7,7,4,3,6,2,3,3,2,2,2,2,2,9,9,2,2,1,1,8,8,8,8,8,3
300,60,1,1,1,1,1,51,3,3,2,7,2.43048565596773,5,1,1,1,2,4,4,2,4,2,2,2,3,2,9,2,2,4,9,2,3,2,3,3,3,3,3,3,3
301,61,1,1,1,1,1,42,2,4,3,5,2.43048565596773,5,1,4,4,7,7,4,2,5,2,2,2,2,2,3,3,2,9,3,3,3,1,4,8,4,4,4,4,3
302,61,1,1,1,1,2,52,3,3,2,4,2.43048565596773,5,1,4,4,7,7,4,9,5,2,3,3,2,2,2,2,2,9,9,2,3,1,4,9,9,9,4,8,3
303,61,1,1,1,1,2,62,3,3,2,6,2.43048565596773,4,1,1,1,7,7,4,9,5,2,3,9,2,2,2,2,2,2,9,2,3,1,4,8,8,1,4,8,3
304,61,1,1,1,1,2,20,1,5,3,5,2.43048565596773,5,1,1,1,1,7,4,2,5,2,2,2,2,2,2,2,2,9,9,9,3,4,4,4,9,4,4,1,3
305,61,1,1,1,1,1,23,1,4,3,8,2.43048565596773,6,1,1,1,4,4,4,2,4,2,2,2,2,2,2,8,2,8,8,9,3,1,4,4,4,4,4,4,3
306,62,1,1,1,1,2,46,3,3,2,5,2.43048565596773,5,2,3,4,4,4,4,2,5,2,3,2,2,2,3,8,2,3,3,8,2,4,4,4,4,4,4,4,2
